Toyota,Camry 2016+,433920000,Rolling Code
Toyota,Corolla 2017+,433920000,Rolling Code
Toyota,RAV4 2018+,433920000,Rolling Code
Toyota,Highlander 2019+,433920000,Rolling Code
Toyota,Prado 2020+,433920000,Rolling Code
Toyota,Land Cruiser 2021+,433920000,Smart Key
Toyota,Yaris 2018+,433920000,Fixed Code
Toyota,Auris 2019+,433920000,Rolling Code
Toyota,C-HR 2020+,433920000,Rolling Code
Toyota,Avensis 2017+,433920000,Fixed Code
Toyota,Prius 2018+,433920000,Smart Key
Toyota,Avalon 2019+,433920000,Rolling Code
Toyota,Supra 2020+,433920000,Smart Key
Toyota,Sienna 2017+,433920000,Rolling Code
Toyota,Tacoma 2018+,315000000,Fixed Code
Toyota,Tundra 2019+,315000000,Fixed Code
Toyota,Sequoia 2020+,315000000,Rolling Code
Toyota,4Runner 2021+,315000000,Rolling Code
Toyota,Venza 2021+,433920000,Smart Key
Toyota,ProAce 2018+,433920000,Rolling Code
Volkswagen,Golf 2016+,433920000,Rolling Code
Volkswagen,Polo 2017+,433920000,Rolling Code
Volkswagen,Passat 2018+,433920000,Rolling Code
Volkswagen,Tiguan 2019+,433920000,Rolling Code
Volkswagen,T-Roc 2020+,433920000,Rolling Code
Volkswagen,Arteon 2019+,433920000,Smart Key
Volkswagen,ID.3 2021+,433920000,Smart Key
Volkswagen,ID.4 2021+,433920000,Smart Key
Volkswagen,Sharan 2017+,433920000,Fixed Code
Volkswagen,Up! 2018+,433920000,Fixed Code
Volkswagen,Passat Variant 2019+,433920000,Rolling Code
Volkswagen,Taos 2021+,433920000,Rolling Code
Volkswagen,Atlas 2020+,315000000,Rolling Code
Volkswagen,Transporter 2019+,433920000,Rolling Code
Volkswagen,Caddy 2018+,433920000,Rolling Code
Volkswagen,T-Cross 2020+,433920000,Rolling Code
Volkswagen,Touran 2018+,433920000,Rolling Code
Volkswagen,Multivan 2021+,433920000,Smart Key
Volkswagen,Amarok 2019+,433920000,Fixed Code
Ford,F-150 2016+,315000000,Fixed Code
Ford,Mustang 2017+,315000000,Smart Key
Ford,Explorer 2018+,315000000,Rolling Code
Ford,Escape 2019+,315000000,Rolling Code
Ford,Edge 2020+,315000000,Rolling Code
Ford,Focus 2018+,433920000,Rolling Code
Ford,Fiesta 2017+,433920000,Rolling Code
Ford,Transit 2019+,315000000,Fixed Code
Ford,Ranger 2020+,315000000,Fixed Code
Ford,Bronco 2021+,315000000,Smart Key
Ford,Expedition 2019+,315000000,Rolling Code
Ford,Mach-E 2021+,315000000,Smart Key
Ford,Mondeo 2018+,433920000,Rolling Code
Ford,Kuga 2019+,433920000,Rolling Code
Ford,Puma 2020+,433920000,Fixed Code
Ford,S-Max 2018+,433920000,Rolling Code
Ford,Galaxy 2018+,433920000,Rolling Code
Ford,Ka+ 2017+,433920000,Fixed Code
Ford,Courier 2019+,315000000,Rolling Code
Hyundai,Tucson 2016+,433920000,Rolling Code
Hyundai,Santa Fe 2017+,433920000,Rolling Code
Hyundai,Elantra 2018+,433920000,Rolling Code
Hyundai,Sonata 2019+,433920000,Smart Key
Hyundai,Creta 2020+,433920000,Rolling Code
Hyundai,Venue 2020+,433920000,Fixed Code
Hyundai,Accent 2017+,433920000,Fixed Code
Hyundai,Kona 2019+,433920000,Rolling Code
Hyundai,Palisade 2020+,433920000,Smart Key
Hyundai,i20 2018+,433920000,Rolling Code
Hyundai,i30 2018+,433920000,Rolling Code
Hyundai,i10 2019+,433920000,Fixed Code
Hyundai,Verna 2018+,433920000,Rolling Code
Hyundai,Azera 2019+,433920000,Smart Key
Hyundai,Grand i10 2019+,433920000,Fixed Code
Hyundai,Bayon 2021+,433920000,Rolling Code
Hyundai,Staria 2021+,433920000,Smart Key
Hyundai,Ioniq 5 2021+,433920000,Smart Key
Hyundai,Ioniq 6 2023+,433920000,Smart Key
Honda,Civic 2016+,433420000,Rolling Code
Honda,Accord 2017+,433420000,Rolling Code
Honda,CR-V 2018+,433420000,Rolling Code
Honda,HR-V 2019+,433420000,Rolling Code
Honda,Fit 2018+,433420000,Fixed Code
Honda,Odyssey 2019+,315000000,Rolling Code
Honda,Pilot 2018+,315000000,Rolling Code
Honda,Ridgeline 2019+,315000000,Fixed Code
Honda,Insight 2019+,433420000,Smart Key
Honda,Clarity 2018+,433420000,Smart Key
